AmbulanceR,BikeAge,BikeAlcFlg,BikeDir,BikeInjury,BikeSex,City,County,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashMonth,CrashType,CrashYear,DrvrAge,DrvrAlcFlg,DrvrInjury,DrvrSex,DrvrVehTyp,HitRun,Latitude,Longitude,RdConditio,SpeedLimit,TraffCntrl,Weather,Workzone,DrvrAgeImputedFlag,BikeAgeImputedFlag,MonthCode
No,54.0,No,Not Applicable,C: Possible Injury,Male,Fayetteville,Cumberland,No,Saturday,Non-Roadway,12.0,February,Non-Roadway,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.05948491,-79.01153978,Dry,5 - 15 MPH,No Control Present,Clear,No,1,0,2
No,34.0,Yes,Facing Traffic,O: No Injury,Male,Raleigh,Wake,Yes,Tuesday,Motorist Failed to Yield - Midblock,1.0,March,Motorist Drive Out - Commercial Driveway / Alley,2014,49.0,No,O: No Injury,Male,Sport Utility,No,35.78195306,-78.67868369,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,3
Yes,16.0,No,With Traffic,A: Suspected Serious Injury,Female,None - Rural Crash,Henderson,No,Wednesday,Motorist Left Turn / Merge,17.0,March,Motorist Left Turn - Opposite Direction,2014,21.0,No,O: No Injury,Female,Passenger Car,No,35.27334447,-82.54894371,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,57.0,No,Facing Traffic,C: Possible Injury,Male,Fayetteville,Cumberland,No,Sunday,Crossing Paths - Other Circumstances,16.0,February,Sign-Controlled Intersection - Other / Unknown,2014,45.0,No,O: No Injury,Male,Passenger Car,No,35.08936845,-78.90886894,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,2
Yes,18.0,No,Facing Traffic,C: Possible Injury,Male,High Point,Guilford,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,14.0,February,Motorist Drive Out - Sign-Controlled Intersection,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.99372843,-80.01493932,Dry,40 - 45  MPH,Stop Sign,Clear,No,1,0,2
No,30.0,No,With Traffic,C: Possible Injury,Male,Asheville,Buncombe,No,Sunday,Motorist Left Turn / Merge,0.0,February,Motorist Left Turn - Opposite Direction,2014,40.0,No,O: No Injury,Male,Passenger Car,No,35.57776259,-82.58233823,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,2
Yes,29.0,No,With Traffic,C: Possible Injury,Male,Zebulon,Wake,No,Wednesday,Bicyclist Left Turn / Merge,18.0,March,Bicyclist Left Turn - Same Direction,2014,29.0,No,O: No Injury,Female,Passenger Car,No,35.81828427,-78.32874413,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
No,25.0,No,Facing Traffic,C: Possible Injury,Male,Asheville,Buncombe,No,Friday,Motorist Failed to Yield - Signalized Intersection,13.0,February,Motorist Drive Out - Right Turn on Red,2014,31.0,No,O: No Injury,Female,Passenger Car,No,35.59482296,-82.55258632,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,2
Yes,25.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Pender,No,Sunday,Motorist Left Turn / Merge,16.0,March,Motorist Left Turn - Opposite Direction,2014,48.0,No,O: No Injury,Male,Passenger Car,No,34.66388607,-77.70010547,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,3
No,30.0,No,Not Applicable,O: No Injury,Male,Lumberton,Robeson,No,Tuesday,Non-Roadway,17.0,March,Non-Roadway,2014,25.0,No,O: No Injury,Female,Passenger Car,No,34.59472737,-79.03551775,Dry,Unknown,No Control Present,Clear,No,0,0,3
Yes,15.0,No,Not Applicable,C: Possible Injury,Male,None - Rural Crash,Haywood,No,Thursday,Bicyclist Failed to Yield - Midblock,18.0,March,Bicyclist Ride Out - Other Midblock,2014,18.0,No,O: No Injury,Female,Passenger Car,No,35.48118688,-82.89266921,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,20.0,No,Not Applicable,C: Possible Injury,Male,Lumberton,Robeson,No,Thursday,Head-On,19.0,February,Head-On - Unknown,2014,35.0,No,O: No Injury,Male,Van,No,34.63773389,-78.99227109,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,2
No,15.0,No,Unknown,C: Possible Injury,Male,Mount Airy,Surry,No,Saturday,Crossing Paths - Other Circumstances,13.0,March,Signalized Intersection - Other / Unknown,2014,70.0,No,O: No Injury,Male,Passenger Car,No,36.49036994,-80.60610085,Dry,30 - 35  MPH,Stop And Go Signal,Cloudy,No,0,0,3
No,20.0,No,With Traffic,C: Possible Injury,Female,Harrisburg,Cabarrus,No,Monday,Bicyclist Left Turn / Merge,16.0,March,Bicyclist Left Turn - Same Direction,2014,59.0,No,O: No Injury,Female,Passenger Car,No,35.32009468,-80.61348091,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,3
Yes,19.0,No,With Traffic,C: Possible Injury,Male,Boone,Watauga,No,Wednesday,Motorist Overtaking Bicyclist,1.0,March,Motorist Overtaking - Other / Unknown,2014,71.0,Unknown,O: No Injury,Female,Passenger Car,Yes,36.2062069,-81.67057705,Wet,30 - 35  MPH,No Control Present,Rain,No,0,0,3
Yes,51.0,No,Facing Traffic,C: Possible Injury,Female,New Bern,Craven,No,Thursday,Motorist Failed to Yield - Midblock,16.0,March,Motorist Drive Out - Commercial Driveway / Alley,2014,41.0,No,O: No Injury,Male,Passenger Car,No,35.10530248,-77.08131905,Dry,50 - 55  MPH,Stop Sign,Clear,No,0,0,3
Yes,24.0,No,Facing Traffic,C: Possible Injury,Male,Jacksonville,Onslow,No,Saturday,Crossing Paths - Other Circumstances,23.0,March,Crossing Paths - Uncontrolled Intersection,2014,38.0,No,O: No Injury,Male,Pickup,No,34.76082426,-77.41517877,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,3
No,6.0,No,Facing Traffic,C: Possible Injury,Male,Jacksonville,Onslow,No,Tuesday,Head-On,16.0,March,Head-On - Bicyclist,2014,50.0,No,O: No Injury,Female,Passenger Car,No,34.75071084,-77.4136008,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
Yes,7.0,No,Not Applicable,C: Possible Injury,Male,Raleigh,Wake,No,Thursday,Non-Roadway,19.0,March,Non-Roadway,2014,37.0,No,O: No Injury,Male,Passenger Car,No,35.79776867,-78.62354908,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,3
Yes,52.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Monday,Motorist Failed to Yield - Midblock,18.0,March,Motorist Drive Out - Commercial Driveway / Alley,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.77454897,-78.64049272,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,3
Yes,57.0,No,With Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Thursday,Motorist Left Turn / Merge,8.0,April,Motorist Left Turn - Opposite Direction,2014,38.0,No,O: No Injury,Male,Van,No,35.18323871,-80.80668917,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
Yes,56.0,Yes,With Traffic,C: Possible Injury,Male,None - Rural Crash,Duplin,Yes,Tuesday,Motorist Overtaking Bicyclist,19.0,April,Motorist Overtaking - Other / Unknown,2014,78.0,No,O: No Injury,Male,Pickup,No,34.82183534,-77.95854779,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,4
No,32.52649525389365,No,With Traffic,Unknown Injury,Unknown,Wilmington,New Hanover,No,Wednesday,Motorist Overtaking Bicyclist,6.0,March,Motorist Overtaking - Other / Unknown,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,34.18559144,-77.93085848,Dry,40 - 45  MPH,No Control Present,Clear,No,1,1,3
No,21.0,No,Facing Traffic,O: No Injury,Male,Wilson,Wilson,No,Friday,Loss of Control / Turning Error,10.0,March,Bicyclist Lost Control - Surface Conditions,2014,74.0,No,O: No Injury,Female,Passenger Car,No,35.75666902,-77.93241975,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
Yes,69.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Thursday,Bicyclist Failed to Yield - Signalized Intersection,9.0,April,Bicyclist Ride Through - Signalized Intersection,2014,43.0,No,O: No Injury,Female,Passenger Car,No,35.22735489,-80.84532462,Dry,20 - 25  MPH,Stop And Go Signal,Cloudy,No,0,0,4
Yes,13.0,No,Facing Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Sunday,Motorist Failed to Yield - Midblock,18.0,April,Motorist Drive Out - Commercial Driveway / Alley,2014,25.0,No,O: No Injury,Female,Passenger Car,No,35.19985859,-80.72599438,Dry,Unknown,No Control Present,Clear,No,0,0,4
No,24.0,No,With Traffic,C: Possible Injury,Male,Huntersville,Mecklenburg,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,16.0,March,Motorist Drive Out - Sign-Controlled Intersection,2014,42.03850604944766,Missing,O: No Injury,Male,Unknown,Yes,35.41743775,-80.84041186,Dry,30 - 35  MPH,Stop Sign,Clear,No,1,0,3
Yes,44.0,No,Not Applicable,C: Possible Injury,Male,Greenville,Pitt,No,Friday,Non-Roadway,15.0,April,Non-Roadway,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.60625536,-77.39519868,Dry,Unknown,No Control Present,Clear,No,1,0,4
Yes,57.0,No,With Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Wednesday,Motorist Failed to Yield - Signalized Intersection,8.0,April,Motorist Drive Out - Signalized Intersection,2014,63.0,No,O: No Injury,Male,Sport Utility,No,35.27660935,-80.79335346,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,4
Yes,52.0,No,With Traffic,K: Killed,Male,Statesville,Iredell,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,18.0,April,Motorist Drive Out - Sign-Controlled Intersection,2014,33.0,No,O: No Injury,Male,Sport Utility,No,35.79892732,-80.8819796,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,4
Yes,36.0,No,Facing Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Friday,Loss of Control / Turning Error,14.0,April,Bicyclist Lost Control - Other / Unknown,2014,40.0,No,O: No Injury,Male,Sport Utility,No,35.82388968,-78.58748008,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,4
No,45.0,No,With Traffic,C: Possible Injury,Male,Waxhaw,Union,No,Wednesday,Motorist Left Turn / Merge,18.0,March,Motorist Left Turn - Opposite Direction,2014,17.0,No,O: No Injury,Female,Sport Utility,No,34.92500796,-80.74444404,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,3
No,30.0,No,Facing Traffic,C: Possible Injury,Male,Cary,Wake,No,Monday,Motorist Failed to Yield - Signalized Intersection,16.0,March,Motorist Drive Out - Signalized Intersection,2014,42.0,No,O: No Injury,Female,Sport Utility,No,35.76742789,-78.78260788,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,3
Yes,42.0,No,Facing Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Thursday,Motorist Failed to Yield - Midblock,20.0,April,Motorist Drive Out - Commercial Driveway / Alley,2014,34.0,No,O: No Injury,Female,Passenger Car,No,35.86781105,-78.62185279,Dry,40 - 45  MPH,Stop Sign,Clear,No,0,0,4
Yes,27.0,No,With Traffic,C: Possible Injury,Female,Raleigh,Wake,No,Thursday,Motorist Left Turn / Merge,15.0,April,Motorist Left Turn - Opposite Direction,2014,46.0,No,C: Possible Injury,Male,Passenger Car,No,35.77676182,-78.63665711,Dry,30 - 35  MPH,Stop And Go Signal,Clear,Yes,0,0,4
Yes,28.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Tuesday,Motorist Left Turn / Merge,10.0,April,Motorist Left Turn - Opposite Direction,2014,81.0,No,O: No Injury,Male,Passenger Car,No,35.77680685,-78.63665292,Wet,30 - 35  MPH,Stop And Go Signal,Cloudy,Yes,0,0,4
No,10.0,No,Not Applicable,C: Possible Injury,Female,Durham,Durham,No,Wednesday,Bicyclist Failed to Yield - Midblock,18.0,April,Bicyclist Ride Out - Residential Driveway,2014,55.0,No,O: No Injury,Female,Passenger Car,No,35.9575996,-78.91543891,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,4
Yes,48.0,Yes,With Traffic,C: Possible Injury,Male,Pembroke,Robeson,Yes,Tuesday,Motorist Overtaking Bicyclist,16.0,April,Motorist Overtaking - Undetected Bicyclist,2014,18.0,No,O: No Injury,Male,Sport Utility,No,34.67763489,-79.1905633,Wet,30 - 35  MPH,No Control Present,Cloudy,No,0,0,4
Yes,36.0,No,Facing Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,21.0,April,Motorist Drive Out - Sign-Controlled Intersection,2014,62.0,No,O: No Injury,Female,Passenger Car,No,35.24663258,-80.756387,Wet,20 - 25  MPH,Stop Sign,Rain,No,0,0,4
Yes,23.0,No,Not Applicable,O: No Injury,Female,Raleigh,Wake,No,Thursday,Non-Roadway,17.0,April,Non-Roadway,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Passenger Car,No,35.73837993,-78.62966515,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,4
Yes,53.0,No,Facing Traffic,C: Possible Injury,Male,Wilmington,New Hanover,No,Wednesday,Motorist Right Turn / Merge,14.0,March,Motorist Right Turn - Opposite Direction,2014,42.03850604944766,Unknown,Unknown Injury,Unknown,Unknown,Yes,34.22534841,-77.90467658,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,1,0,3
Yes,12.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Thursday,Motorist Left Turn / Merge,19.0,April,Motorist Left Turn - Opposite Direction,2014,51.0,No,O: No Injury,Female,Passenger Car,No,35.832989,-78.69852,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,4
Yes,31.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Thursday,Motorist Left Turn / Merge,18.0,April,Motorist Left Turn - Opposite Direction,2014,20.0,No,O: No Injury,Male,Passenger Car,No,35.7714425,-78.5945746,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,4
No,29.0,No,With Traffic,C: Possible Injury,Male,Wilmington,New Hanover,Yes,Saturday,Motorist Overtaking Bicyclist,20.0,April,Motorist Overtaking - Other / Unknown,2014,38.0,Yes,O: No Injury,Female,Sport Utility,No,34.22068813,-77.88981364,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
Yes,52.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Wake,No,Saturday,Motorist Overtaking Bicyclist,8.0,April,Motorist Overtaking - Other / Unknown,2014,32.0,No,O: No Injury,Male,Passenger Car,No,35.68535039,-78.75237632,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,4
Yes,13.0,No,Not Applicable,C: Possible Injury,Male,Wilmington,New Hanover,No,Friday,Crossing Paths - Other Circumstances,17.0,April,Crossing Paths - Uncontrolled Intersection,2014,32.0,No,O: No Injury,Male,Passenger Car,No,34.2109473,-77.94544685,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
No,21.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Buncombe,No,Saturday,Motorist Left Turn / Merge,15.0,April,Motorist Left Turn - Opposite Direction,2014,61.0,No,O: No Injury,Male,Passenger Car,No,35.53948653,-82.48698946,Wet,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Rain,No,0,0,4
No,75.0,No,With Traffic,O: No Injury,Male,None - Rural Crash,Chatham,No,Tuesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14.0,April,Bicyclist Ride Out - Sign-Controlled Intersection,2014,49.0,No,O: No Injury,Male,Pickup,No,35.77107746,-79.00287066,Dry,50 - 55  MPH,Stop Sign,Cloudy,No,0,0,4
Yes,47.0,No,Facing Traffic,C: Possible Injury,Male,Kinston,Lenoir,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,18.0,April,Motorist Drive Through - Sign-Controlled Intersection,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Passenger Car,Yes,35.26646618,-77.58428282,Dry,30 - 35  MPH,Stop Sign,Clear,No,1,0,4
Yes,36.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Haywood,No,Sunday,Motorist Overtaking Bicyclist,17.0,April,Motorist Overtaking - Other / Unknown,2014,21.0,No,O: No Injury,Male,Pickup,No,35.57492619,-83.0155838,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,4
No,19.0,No,With Traffic,C: Possible Injury,Female,Boone,Watauga,No,Friday,Motorist Right Turn / Merge,17.0,April,Motorist Right Turn - Same Direction,2014,53.0,No,O: No Injury,Female,Passenger Car,No,36.21540769,-81.68317725,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,4
Yes,23.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Sunday,Motorist Right Turn / Merge,15.0,April,Motorist Right Turn - Same Direction,2014,50.0,No,O: No Injury,Male,Passenger Car,No,35.79676192,-78.61052911,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,4
No,52.0,No,With Traffic,C: Possible Injury,Male,Tobaccoville,Forsyth,No,Friday,Motorist Overtaking Bicyclist,11.0,April,Motorist Overtaking - Misjudged Space,2014,42.03850604944766,Unknown,Unknown Injury,Unknown,Unknown,Yes,36.25209528,-80.38958711,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,1,0,4
No,38.0,No,With Traffic,C: Possible Injury,Male,Asheville,Buncombe,No,Friday,Bicyclist Left Turn / Merge,16.0,April,Bicyclist Left Turn - Same Direction,2014,24.0,No,O: No Injury,Female,Passenger Car,No,35.60258206,-82.56449885,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
No,42.0,No,With Traffic,O: No Injury,Male,Clemmons,Forsyth,No,Thursday,Motorist Overtaking Bicyclist,20.0,April,Motorist Overtaking - Undetected Bicyclist,2014,67.0,No,O: No Injury,Male,Pickup,No,36.02721198,-80.37534757,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
Yes,44.0,Yes,With Traffic,A: Suspected Serious Injury,Male,Elizabeth City,Pasquotank,Yes,Wednesday,Crossing Paths - Other Circumstances,19.0,April,Signalized Intersection - Other / Unknown,2014,21.0,Yes,C: Possible Injury,Female,Passenger Car,No,36.28158041,-76.22378168,Dry,50 - 55  MPH,Stop And Go Signal,Clear,No,0,0,4
No,54.0,Yes,Not Applicable,C: Possible Injury,Male,Red Springs,Robeson,Yes,Sunday,Non-Roadway,19.0,April,Non-Roadway,2014,56.0,No,O: No Injury,Male,Passenger Car,No,34.80983903,-79.16924225,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,4
Yes,19.0,No,Facing Traffic,C: Possible Injury,Female,Greenville,Pitt,No,Thursday,Motorist Failed to Yield - Midblock,12.0,May,Motorist Drive Out - Commercial Driveway / Alley,2014,26.0,No,O: No Injury,Female,Passenger Car,No,35.58856145,-77.37440682,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,51.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Onslow,No,Sunday,Motorist Overtaking Bicyclist,22.0,April,Motorist Overtaking - Undetected Bicyclist,2014,45.0,No,O: No Injury,Female,Sport Utility,No,34.76492348,-77.48778101,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,4
Yes,15.0,No,Facing Traffic,O: No Injury,Male,Roanoke Rapids,Halifax,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,11.0,May,Motorist Drive Out - Sign-Controlled Intersection,2014,33.0,No,O: No Injury,Female,Sport Utility,No,36.44866517,-77.6615764,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
Yes,10.0,No,Not Applicable,C: Possible Injury,Female,Rocky Mount,Nash,No,Tuesday,Bicyclist Failed to Yield - Midblock,17.0,May,Bicyclist Ride Out - Midblock - Unknown,2014,50.0,No,O: No Injury,Female,Passenger Car,No,35.92302351,-77.82248015,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,5
Yes,18.0,Unknown,With Traffic,C: Possible Injury,Male,Fayetteville,Cumberland,No,Friday,Motorist Overtaking Bicyclist,7.0,April,Motorist Overtaking - Bicyclist Swerved,2014,21.0,No,O: No Injury,Male,Sport Utility,No,35.09942981,-79.01083728,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
No,28.0,No,With Traffic,C: Possible Injury,Male,Asheville,Buncombe,No,Monday,Motorist Right Turn / Merge,20.0,April,Motorist Right Turn - Same Direction,2014,22.0,No,O: No Injury,Female,Passenger Car,No,35.59112189,-82.55529017,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,4
Yes,23.0,No,Facing Traffic,C: Possible Injury,Female,Raleigh,Wake,No,Wednesday,Motorist Failed to Yield - Midblock,11.0,May,Motorist Drive Out - Commercial Driveway / Alley,2014,39.0,No,O: No Injury,Female,Van,No,35.78496694,-78.65936477,Dry,5 - 15 MPH,No Control Present,Cloudy,No,0,0,5
Yes,22.0,Unknown,With Traffic,C: Possible Injury,Male,Greensboro,Guilford,Yes,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,22.0,May,Motorist Drive Out - Sign-Controlled Intersection,2014,24.0,Yes,O: No Injury,Male,Passenger Car,No,36.06474235,-79.77930714,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
No,14.0,No,With Traffic,O: No Injury,Male,None - Rural Crash,Catawba,No,Monday,Bicyclist Failed to Yield - Sign-Controlled Intersection,13.0,April,Bicyclist Ride Through - Sign-Controlled Intersection,2014,61.0,No,O: No Injury,Male,Passenger Car,No,35.58347432,-81.02896234,Dry,40 - 45  MPH,Stop Sign,Clear,No,0,0,4
Yes,13.0,No,With Traffic,C: Possible Injury,Male,Clayton,Johnston,No,Wednesday,Motorist Overtaking Bicyclist,20.0,April,Motorist Overtaking - Undetected Bicyclist,2014,30.0,No,O: No Injury,Female,Passenger Car,No,35.63645713,-78.47459537,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,4
No,24.0,No,With Traffic,O: No Injury,Male,Raleigh,Wake,No,Saturday,Motorist Failed to Yield - Midblock,21.0,May,Motorist Drive Out - Commercial Driveway / Alley,2014,63.0,No,O: No Injury,Female,Passenger Car,No,35.78466292,-78.69378639,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
No,28.0,No,With Traffic,O: No Injury,Male,Raleigh,Wake,No,Monday,Bicyclist Failed to Yield - Signalized Intersection,18.0,May,Bicyclist Ride Through - Signalized Intersection,2014,35.0,No,O: No Injury,Male,Passenger Car,No,35.78105493,-78.63478778,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,43.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Saturday,Motorist Right Turn / Merge,23.0,May,Motorist Right Turn - Same Direction,2014,18.0,No,O: No Injury,Male,Sport Utility,No,35.78035174,-78.63803134,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
Yes,22.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Saturday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14.0,May,Bicyclist Ride Through - Sign-Controlled Intersection,2014,68.0,No,O: No Injury,Male,Passenger Car,No,35.78603788,-78.68705963,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
Yes,17.0,No,Facing Traffic,C: Possible Injury,Male,None - Rural Crash,Wake,No,Friday,Loss of Control / Turning Error,14.0,May,Motorist Lost Control - Other / Unknown,2014,67.0,No,O: No Injury,Male,Sport Utility,No,36.05164751,-78.73383605,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,5
No,24.0,No,With Traffic,C: Possible Injury,Female,Hickory,Catawba,No,Saturday,Crossing Paths - Other Circumstances,18.0,April,Crossing Paths - Intersection - Other / Unknown,2014,42.03850604944766,Unknown,Unknown Injury,Unknown,Passenger Car,Yes,35.72809391,-81.34150535,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,4
No,31.0,No,With Traffic,O: No Injury,Female,Cary,Wake,No,Tuesday,Bicyclist Overtaking Motorist,18.0,April,Bicyclist Overtaking - Other / Unknown,2014,32.0,No,O: No Injury,Female,Passenger Car,No,35.79009965,-78.82735888,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,4
No,14.0,No,With Traffic,C: Possible Injury,Male,Cary,Wake,No,Tuesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,17.0,April,Bicyclist Ride Through - Sign-Controlled Intersection,2014,46.0,No,O: No Injury,Male,Pickup,No,35.8147008,-78.7976326,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
No,37.0,No,With Traffic,O: No Injury,Male,Durham,Durham,No,Wednesday,Motorist Left Turn / Merge,17.0,May,Motorist Left Turn - Opposite Direction,2014,26.0,No,O: No Injury,Female,Passenger Car,No,35.9969304,-78.901712,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,51.0,No,With Traffic,C: Possible Injury,Female,Carrboro,Orange,No,Sunday,Loss of Control / Turning Error,12.0,April,Bicyclist Lost Control - Other / Unknown,2014,34.0,No,O: No Injury,Male,Sport Utility,No,35.91693372,-79.07386385,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,4
Yes,37.0,No,With Traffic,C: Possible Injury,Male,Holly Springs,Wake,No,Sunday,Motorist Overtaking Bicyclist,18.0,May,Motorist Overtaking - Other / Unknown,2014,72.0,No,O: No Injury,Female,Sport Utility,No,35.65385793,-78.84780376,Dry,50 - 55  MPH,Stop And Go Signal,Clear,No,0,0,5
No,73.0,No,With Traffic,O: No Injury,Male,None - Rural Crash,Davidson,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,10.0,May,Motorist Drive Through - Sign-Controlled Intersection,2014,51.0,No,O: No Injury,Male,Passenger Car,No,35.96698175,-80.31925789,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
Yes,30.0,No,Facing Traffic,C: Possible Injury,Male,Wilmington,New Hanover,No,Saturday,Motorist Failed to Yield - Midblock,16.0,May,Motorist Drive Out - Residential Driveway,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,34.23094011,-77.87121054,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,5
Yes,15.0,No,Not Applicable,C: Possible Injury,Male,None - Rural Crash,Rutherford,No,Tuesday,Bicyclist Failed to Yield - Midblock,18.0,May,Bicyclist Ride Out - Residential Driveway,2014,56.0,No,O: No Injury,Male,Pickup,No,35.377046,-81.966408,Wet,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,0,0,5
No,25.0,No,Facing Traffic,C: Possible Injury,Male,Wilmington,New Hanover,No,Thursday,Motorist Failed to Yield - Midblock,17.0,May,Motorist Drive Out - Commercial Driveway / Alley,2014,84.0,No,O: No Injury,Male,Passenger Car,No,34.24224399,-77.89215958,Dry,5 - 15 MPH,Stop And Go Signal,Cloudy,No,0,0,5
No,29.0,No,Not Applicable,C: Possible Injury,Male,Southport,Brunswick,No,Friday,Non-Roadway,9.0,May,Non-Roadway,2014,67.0,No,O: No Injury,Female,Pickup,No,33.93504918,-78.02328953,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
